id;MAX;AVG
11041933;933;514
11041937;874;389
11041941;837;332
11041949;1392;348
11041953;1093;301
11041955;256;153
11041956;661;323
11041958;762;308
11041961;117;54
11041965;128;28
11041968;96;28
11041989;69;24
11041995;64;23
11042006;64;21
11042012;53;24
11042018;64;23
11042025;80;21
11042036;106;25
11042042;74;25
11042048;48;24
11042070;69;25
11042088;725;346
11042093;901;329
11042095;266;108
11042098;106;27
11042099;112;30
11042102;128;29
11042105;1184;547
11042107;1040;512
11042111;1237;586
11042116;1152;602
11042120;1104;583
11042125;1157;548
11042127;1061;585
11042129;1333;578
11042133;1034;522
11042135;1130;542
11042137;1194;576
11042139;1120;577
11042142;112;27
11042143;405;184
11042145;1088;466
11042147;954;440
11042148;890;430
11042151;933;445
11042155;1146;474
11042157;944;468
11042159;832;417
11042161;954;446
11042163;1130;461
11042164;933;483
11042166;1018;448
11042168;858;405
11042170;373;210
11042171;821;347
11042173;517;256
11042174;346;166
11042176;1621;403
11042178;661;332
11042180;773;282
11042182;565;277
11042184;848;292
11042186;677;316
11042187;874;355
11042189;720;310
11042191;245;179
11042193;101;27
11042194;133;29
11042196;101;30
11042199;106;28
11042292;80;29
11042301;85;29
11042306;80;21
11042309;74;23
11042314;58;19
11042319;53;22
11042324;64;23
11042329;85;26
11042332;58;22
11042338;74;27
11042347;42;29
11042349;64;28
11042353;53;23
11042356;58;22
11042362;69;23
11042365;58;24
11042369;64;25
11042386;101;26
11042394;69;26
11042415;64;23
11042420;64;28
11042435;58;26
11042439;64;24
11042448;80;27
11042458;58;27
11042472;58;23
11042495;90;26
11042498;74;25
11042504;576;236
11042505;730;279
11042508;1392;353
11042511;1264;303
11042518;618;302
11042523;426;359
11042533;112;27
11042537;106;28
11042540;96;26
11042568;320;204
11042570;1082;559
11042572;1120;527
11042573;1114;534
11042578;1306;597
11042588;53;21
11042598;69;24
11042603;90;32
11042608;53;25
11042614;85;25
11042623;80;28
11042636;58;22
11042649;58;24
11042671;48;24
11042696;80;26
11042722;74;33
11042724;101;34
11042729;192;121
11042735;645;290
11042739;1072;457
11042742;1034;451
11042746;928;442
11042753;885;445
11042754;682;269
11042758;746;223
11042760;576;202
11042765;1845;424
11042767;2176;486
11042773;853;463
11042775;981;496
11042776;1056;516
11042779;970;483
11042783;538;221
11042785;117;28
11042787;106;26
11042790;202;87
11042794;576;232
11042800;832;345
11042802;981;362
11042805;757;429
11042808;688;287
11042811;773;339
11042813;320;141
11042816;624;296
11042822;682;287
11042827;138;29
11042829;106;27
11042839;74;24
11042856;42;21
11042866;106;30
11042878;74;26
11042881;69;25
11042888;80;24
11042897;106;28
11042904;58;28
11042906;277;183
11042912;677;289
11042916;458;205
11042917;378;181
11042919;837;247
11042921;282;221
11042923;122;29
11042925;432;227
11042929;1072;582
11042936;1205;588
11042938;1248;606
11042946;1168;595
11042950;1232;532
11042952;1242;542
11042954;1173;586
11042961;1194;625
11042963;1120;627
11042965;1189;533
11042967;133;77
11042971;106;29
11042972;122;28
11042974;1264;318
11042976;1066;419
11042980;912;467
11042981;1072;446
11042986;1002;442
11042992;416;160
11042994;1578;374
11042995;896;317
11043000;901;358
11043005;885;268
11043010;944;310
11043013;112;27
11043018;101;27
11043021;106;28
11043026;112;26
11043028;64;24
11043040;69;21
11043045;69;24
11043050;69;28
11043055;96;25
11043062;48;20
11043069;96;24
11043077;106;30
11043091;74;22
11043095;85;24
11043102;64;24
11043107;106;26
11043114;96;31
11043126;80;23
11043131;58;21
11043143;90;25
11043183;69;26
11043204;64;26
11043251;58;22
11043281;64;20
11043298;53;20
11043302;48;22
11043308;48;21
11043312;90;25
11043317;90;29
11043321;58;24
11043325;58;24
11043330;69;27
11043338;176;117
11043341;384;190
11043343;480;224
11043345;741;264
11043348;1658;405
11043349;528;273
11043350;437;210
11043352;842;354
11043353;586;131
11043354;112;28
11043355;106;28
11043356;106;28
11043360;101;26
11043361;170;118
11043362;1061;476
11043364;1109;538
11043368;1146;564
11043371;1333;594
11043376;1114;629
11043381;1184;594
11043383;1413;562
11043386;1114;539
11043388;1184;563
11043392;1237;596
11043394;1258;580
11043397;1173;528
11043398;1248;616
11043400;1178;583
11043401;1125;518
11043404;1168;544
11043405;1152;575
11043408;112;51
11043410;101;27
11043413;96;28
11043417;122;28
11043428;69;23
11043439;69;28
11043467;74;26
11043475;85;26
11043479;64;24
11043489;90;29
11043494;90;29
11043499;64;27
11043507;58;23
11043524;69;22
11043530;58;25
11043535;64;23
11043538;58;26
11043541;85;28
11043544;53;30
11043549;213;94
11043550;106;26
11043551;101;27
11043552;106;30
11043554;96;26
11043560;80;27
11043561;208;134
11043563;784;377
11043564;709;365
11043567;842;398
11043568;805;432
11043573;826;405
11043575;986;400
11043579;768;402
11043585;741;347
11043587;933;279
11043592;709;235
11043595;1205;334
11043601;794;299
11043605;1109;342
11043608;986;434
11043613;1109;457
11043617;997;504
11043621;848;421
11043623;949;362
11043626;762;279
11043630;720;264
11043634;1072;337
11043635;1360;419
11043638;704;284
11043643;608;281
11043649;314;179
11043650;640;304
11043655;650;326
11043658;2368;413
11043663;112;53
11043668;106;28
11043672;101;27
11043678;144;28
11043687;85;29
11043696;53;24
11043703;64;22
11043710;69;24
11043721;74;27
11043728;101;30
11043736;96;32
11043752;53;22
11043760;74;25
11043766;58;23
11043775;69;29
11043781;69;23
11043790;58;26
11043801;64;23
11043816;85;28
11043825;90;25
11043836;53;24
11043858;53;26
11043878;64;22
11043887;400;135
11043888;2000;434
11043889;1024;283
11043895;2458;840
11043900;2885;382
11043903;122;27
11043908;282;153
11043914;1008;520
11043918;1205;558
11043931;1184;584
11043935;1264;521
11043938;1162;528
11043940;1242;582
11043945;1157;607
11043948;1130;508
11043954;1141;570
11043955;3658;702
11043960;101;29
11043961;117;27
11043964;906;452
11043966;896;453
11043967;1093;501
11043972;874;470
11043973;880;463
11043974;890;450
11043979;997;484
11043980;885;445
11043982;496;239
11043983;1146;397
11043989;586;286
11043995;464;232
11043996;464;247
11043997;528;292
11043998;320;132
11043999;581;272
11044002;672;303
11044004;800;380
11044009;624;288
11044011;560;293
11044014;250;189
11044017;101;27
11044021;106;27
11044024;101;29
11044026;117;27
11044032;96;31
11044036;85;25
11044041;53;23
11044056;96;23
11044067;122;30
11044083;64;27
11044120;106;33
11044135;85;28
11044152;96;29
11044171;96;30
11044183;69;24
11044195;96;27
11044199;90;24
11044204;42;24
11044208;85;26
11044213;122;29
11044218;85;24
11044225;96;28
11044229;74;27
11044233;85;31
11044239;69;25
11044242;85;31
11044246;85;26
11044250;96;29
11044252;122;26
11044259;74;29
11044277;96;27
11044295;74;26
11044302;234;132
11044304;656;248
11044305;634;250
11044310;1008;272
11044312;634;281
11044314;288;145
11044317;490;230
11044320;789;399
11044326;1082;578
11044330;1141;566
11044331;1157;562
11044332;1258;554
11044333;1296;561
11044335;1360;576
11044340;1285;616
11044344;1157;582
11044346;1200;543
11044351;597;260
11044353;133;35
11044355;128;47
11044359;101;28
11044364;133;30
11044371;90;31
11044378;80;25
11044394;96;30
11044409;74;23
11044416;101;34
11044429;165;99
11044445;506;254
11044448;528;221
11044451;1504;391
11044456;1418;478
11044466;1216;533
11044485;800;382
11044493;1173;389
11044498;581;246
11044505;677;254
11044507;640;238
11044510;624;254
11044516;1114;372
11044519;901;394
11044523;906;436
11044528;1221;418
11044534;1136;473
11044539;1264;499
11044544;965;439
11044548;1002;386
11044552;602;260
11044556;586;256
11044564;106;28
11044575;112;27
11044581;90;34
11044585;74;30
11044597;85;24
11044605;74;29
11044623;69;27
11044630;112;28
11044636;48;24
11044641;85;27
11044651;58;25
11044657;74;28
11044662;69;24
11044671;997;262
11044677;677;270
11044679;1280;482
11044682;602;184
11044688;538;203
11044692;133;27
11044695;122;27
11044697;112;28
11044701;288;160
11044706;1002;437
11044709;1045;556
11044712;1226;582
11044721;1216;562
11044727;1280;541
11044729;1104;526
11044730;1125;499
11044733;1125;541
11044739;1248;575
11044743;1146;605
11044744;1232;567
11044746;1146;541
11044751;1290;605
11044755;1253;585
11044759;1168;542
11044764;133;71
11044769;122;29
11044770;106;29
11044772;112;28
11044777;1008;434
11044781;954;466
11044784;832;419
11044786;1034;421
11044791;1018;456
11044798;944;468
11044802;1690;477
11044806;949;442
11044810;1013;443
11044814;1109;474
11044820;970;467
11044826;1024;483
11044832;1845;487
11044839;320;252
11044845;1274;342
11044846;656;314
11044847;1152;360
11044849;874;359
11044852;688;290
11044853;677;286
11044854;202;131
11044859;106;28
11044860;101;27
11044866;112;31
11044876;96;28
11044880;101;27
11044883;85;25
11044885;69;28
11044890;80;29
11044896;69;31
11044908;48;24
11044914;58;26
11044920;80;28
11044926;117;29
11044932;106;30
11044938;64;27
11044947;101;28
11044964;64;20
11044973;74;27
11045009;80;24
11045046;69;22
11045054;42;21
11045061;85;30
11045062;261;167
11045063;1152;248
11045064;1232;296
11045066;901;234
11045068;656;357
11045069;165;90
11045072;122;28
11045073;117;28
11045074;96;22
11045076;101;25
11045077;112;31
11045079;85;27
11045081;101;28
11045083;74;26
11045086;58;23
11045091;90;28
11045094;325;189
11045095;1029;517
11045096;1029;575
11045097;1130;581
11045098;1088;539
11045099;1312;560
11045100;1205;542
11045101;1146;586
11045102;1306;590
11045106;1056;535
11045108;1141;532
11045109;1301;604
11045110;1312;534
11045111;1306;639
11045112;1242;605
11045113;320;254
11045114;101;28
11045115;112;28
11045117;133;27
11045118;128;28
11045122;112;30
11045124;74;27
11045126;90;30
11045128;90;33
11045131;58;27
11045133;117;31
11045136;85;24
11045141;74;30
11045143;101;33
11045148;74;26
11045149;64;27
11045152;58;22
11045154;69;28
11045159;64;28
11045175;101;36
11045193;101;32
11045205;234;168
11045209;282;145
11045212;346;156
11045214;336;126
11045217;405;169
11045227;405;133
11045231;293;123
11045236;277;94
11045241;517;195
11045249;485;206
11045254;538;234
11045255;805;247
11045258;954;331
11045261;853;429
11045267;1050;453
11045273;901;462
11045275;869;430
11045284;944;427
11045288;992;376
11045293;698;244
11045296;741;305
11045306;1701;503
11045308;1045;477
11045317;1045;481
11045321;1029;498
11045325;688;274
11045332;256;128
11045333;794;374
11045335;981;352
11045336;618;313
11045338;1098;386
11045343;517;257
11045344;650;280
11045346;1008;321
11045347;325;63
11045348;133;30
11045349;122;28
11045351;112;28
11045352;112;26
11045365;85;22
11045380;90;30
11045393;90;29
11045402;48;25
11045409;106;27
11045413;106;29
11045418;101;31
11045421;96;32
11045425;80;30
11045430;58;21
11045434;112;28
11045438;74;25
11045441;74;24
11045444;85;30
11045448;85;22
11045454;53;25
11045460;106;28
11045469;74;25
11045472;74;26
11045476;69;24
11045482;69;28
11045487;74;25
11045493;85;28
11045498;85;28
11045506;117;32
11045519;85;26
11045541;80;26
11045547;64;22
11045578;96;25
11045582;101;30
11045586;245;195
11045588;101;27
11045589;117;30
11045591;106;28
11045597;112;28
11045600;85;34
11045605;64;23
11045612;90;26
11045624;90;26
11045629;90;29
11045635;106;27
11045648;80;26
11045654;122;27
11045662;64;26
11045669;74;25
11045676;90;31
11045681;85;29
11045687;80;25
11045694;74;26
11045701;42;21
11045708;96;27
11045714;101;30
11045721;96;32
11045727;80;31
11045732;96;28
11045737;85;28
11045743;298;162
11045746;709;270
11045749;794;287
11045753;634;252
11045759;938;307
11045764;842;307
11045765;1248;335
11045774;768;297
11045778;965;303
11045779;298;166
11045783;880;495
11045793;1141;565
11045798;1248;611
11045803;1210;625
11045807;1216;591
11045809;1226;570
11045812;1216;593
11045814;1146;590
11045817;1184;601
11045820;1210;560
11045822;1088;556
11045826;437;220
11045835;122;29
11045841;522;215
11045846;1685;485
11045850;832;426
11045856;906;426
11045869;896;447
11045875;906;487
11045878;1205;533
11045881;1082;487
11045885;1034;442
11045889;933;437
11045898;640;248
11045903;800;311
11045908;389;160
11045925;560;296
11045932;1349;417
11045938;794;306
11045942;656;294
11045947;128;27
11045950;106;27
11045957;90;23
11045963;90;28
11045984;74;28
11045990;80;25
11046003;90;30
11046013;96;26
11046018;85;26
11046023;64;25
11046026;74;30
11046029;69;25
11046034;90;31
11046039;64;23
11046044;69;24
11046048;90;25
11046054;85;28
11046055;1445;279
11046059;677;261
11046062;538;232
11046064;656;277
11046065;533;258
11046066;640;283
11046068;613;353
11046070;453;222
11046071;581;285
11046075;1152;520
11046077;1178;524
11046078;1173;552
11046079;1146;572
11046085;1162;532
11046090;1232;569
11046092;1397;604
11046096;1392;583
11046097;1210;521
11046109;1429;591
11046115;1221;566
11046124;416;196
11046125;314;205
11046130;218;150
11046135;117;28
11046139;106;28
11046143;112;28
11046161;74;25
11046176;74;25
11046187;96;33
11046205;64;21
11046223;90;31
11046237;85;21
11046242;85;28
11046245;122;28
11046247;80;34
11046250;69;28
11046255;106;28
11046258;506;277
11046259;778;349
11046261;800;373
11046263;778;404
11046267;922;425
11046272;970;484
11046276;1013;438
11046281;970;349
11046285;1013;309
11046290;944;335
11046294;965;423
11046298;853;433
11046300;965;472
11046303;981;459
11046309;586;250
11046312;1717;577
11046315;1445;440
11046319;528;214
11046323;325;157
11046326;218;143
11046330;122;28
11046339;122;28
11046347;85;27
11046352;96;26
11046360;106;27
11046364;101;25
11046370;69;20
11046376;74;24
11046389;58;23
11046401;101;25
11046407;85;27
11046411;90;28
11046418;48;22
11046429;48;20
11046455;80;26
11046467;74;25
11046470;53;23
11046486;106;35
11046496;64;22
11046504;96;26
11046512;53;22
11046525;74;24
11046533;74;23
11046546;80;26
11046557;64;24
11046567;64;24
11046586;80;25
11046613;90;29
11046624;58;23
11046630;69;26
11046636;85;29
11046642;58;23
11046648;58;26
11046654;74;28
11046661;58;24
11046668;53;22
11046675;266;196
11046681;1018;369
11046685;464;248
11046693;293;227
11046697;1189;558
11046704;1130;531
11046714;1114;578
11046716;1194;568
11046721;1184;529
11046725;1061;561
11046729;1173;551
11046734;1034;570
11046738;1141;547
11046739;1120;586
11046741;432;238
11046745;112;30
11046748;133;29
11046751;106;26
11046755;293;131
11046761;949;439
11046770;1109;443
11046773;1056;466
11046781;1210;485
11046790;1146;475
11046800;1034;481
11046809;1061;498
11046813;970;430
11046817;1008;433
11046824;826;363
11046826;1136;232
11046831;858;358
11046836;357;180
11046841;704;311
11046846;800;306
11046851;901;308
11046855;704;330
11046865;672;325
11046869;741;300
11046871;629;313
11046878;2672;971
11046883;138;56
11046888;112;26
11046889;112;28
11046891;106;26
11046898;74;23
11046904;53;23
11046910;69;25
11046916;85;26
11046920;74;25
11046924;74;26
11046930;90;24
11046934;64;24
11046940;69;25
11046946;74;26
11046952;80;25
11046957;85;26
11046961;48;28
11046967;69;27
11046973;74;24
11046978;58;25
11046984;69;24
11046990;80;23
11046998;74;27
11047003;101;31
11047009;64;26
11047013;64;23
11047023;69;22
11047032;85;23
11047037;85;26
11047053;69;20
11047059;245;144
11047065;2698;544
11047070;480;242
11047076;666;272
11047086;778;287
11047090;890;310
11047093;538;222
11047096;757;274
11047098;613;242
11047102;704;293
11047107;277;141
11047109;1008;457
11047111;714;330
11047113;1098;584
11047117;1056;526
11047120;1162;530
11047124;1157;555
11047127;1301;576
11047131;1082;564
11047143;1109;546
11047149;1056;543
11047152;1077;575
11047155;1136;557
11047156;1210;562
11047160;1200;537
11047162;1141;540
11047166;1333;566
11047171;1141;581
11047182;1168;563
11047185;1162;523
11047188;186;86
11047190;117;28
11047192;138;29
11047195;122;32
11047198;106;29
11047205;85;25
11047221;122;30
11047225;208;136
11047229;1114;412
11047232;906;419
11047236;981;453
11047237;890;437
11047241;869;374
11047245;746;200
11047255;885;397
11047257;1034;492
11047259;1248;466
11047262;1088;486
11047264;1050;491
11047266;1157;491
11047271;624;248
11047273;1056;441
11047274;752;276
11047275;522;242
11047280;1093;361
11047282;752;289
11047284;570;229
11047287;688;285
11047289;965;362
11047292;928;436
11047297;752;333
11047298;768;371
11047302;634;318
11047306;826;343
11047311;656;343
11047314;650;294
11047319;565;282
11047323;746;322
11047325;645;303
11047326;896;329
11047328;773;301
11047329;794;304
11047330;602;288
11047331;912;410
11047333;805;358
11047336;106;28
11047337;117;28
11047340;85;28
11047343;53;24
11047344;64;28
11047349;69;25
11047361;48;23
11047367;58;26
11047396;58;24
11047401;96;24
11047406;69;26
11047411;96;25
11047414;90;28
11047419;122;35
11047427;74;26
11047430;74;27
11047434;58;25
11047442;90;30
11047449;2373;391
11047452;570;206
11047454;640;316
11047456;106;36
11047458;128;28
11047461;112;27
11047465;101;27
11047469;90;28
11047477;117;30
11047487;53;21
11047491;85;26
11047495;160;109
11047496;757;342
11047498;805;321
11047500;112;49
11047501;112;27
11047502;112;29
11047507;58;24
11047512;74;24
11047515;90;24
11047521;64;27
11047530;58;22
11047544;85;25
11047556;48;23
11047557;74;25
11047558;69;24
11047561;96;26
11047568;640;268
11047572;592;283
11047583;1258;357
11047584;800;303
11047586;629;284
11047588;901;346
11047593;917;297
11047596;826;354
11047597;693;265
11047598;1088;284
11047600;800;292
11047602;1280;283
11047603;517;252
11047604;538;230
11047605;613;284
11047607;698;295
11047609;533;246
11047610;970;338
11047611;730;298
11047614;890;375
11047616;586;241
11047618;1333;328
11047621;522;216
11047625;645;272
11047628;960;304
11047629;1050;193
11047632;1194;453
11047633;309;153
11047634;816;361
11047636;1162;467
11047637;1194;564
11047640;1237;611
11047644;1168;571
11047647;1221;580
11047652;1173;566
11047653;1370;598
11047655;1461;555
11047660;1269;587
11047662;1253;581
11047667;101;29
11047668;101;26
11047672;192;131
11047673;933;394
11047674;1018;481
11047675;1157;491
11047676;880;468
11047679;928;414
11047680;1082;449
11047681;1125;475
11047683;874;469
11047684;922;470
11047686;1130;486
11047687;917;442
11047690;1141;483
11047692;1034;473
11047693;1040;484
11047694;725;290
11047695;704;240
11047697;245;177
11047699;666;311
11047700;858;387
11047705;698;288
11047706;906;313
11047708;762;303
11047710;752;301
11047712;714;331
11047714;869;329
11047716;688;302
11047718;624;277
11047723;570;276
11047725;922;338
11047729;245;114
11047731;170;116
11047735;336;135
11047739;800;258
11047743;501;144
11047746;1013;459
11047750;773;343
11047752;650;280
11047754;3754;1107
11047756;138;74
11047758;117;27
11047764;117;29
11047766;154;37
11047767;128;29
11047771;90;27
11047780;69;22
11047784;80;26
11047787;64;21
11047793;85;27
11047810;112;26
11047827;64;25
11047832;64;26
11047834;341;163
11047838;3098;366
11047840;629;251
11047842;576;248
11047843;554;258
11047847;709;256
11047849;810;335
11047850;853;299
11047851;602;233
11047854;602;231
11047856;768;309
11047860;752;284
11047862;592;274
11047863;597;266
11047864;1136;325
11047866;698;285
11047868;261;150
11047870;757;388
11047871;1045;483
11047872;960;433
11047875;922;419
11047877;997;410
11047880;261;196
11047882;122;30
11047884;122;28
11047886;336;125
11047888;2010;387
11047891;1578;377
11047893;832;292
11047895;800;359
11047896;800;382
11047897;805;371
11047900;762;262
11047904;325;151
11047907;784;412
11047908;714;295
11047909;816;331
11047911;741;338
11047913;816;360
11047914;997;493
11047916;970;324
11047918;666;315
11047920;2394;662
11047921;1728;525
11047923;848;384
11047928;624;311
11047929;874;317
11047930;912;368
11047932;1376;419
11047934;2304;366
11047936;96;27
11047939;106;26
11047944;64;25
11047947;64;23
11047949;53;24
11047952;101;26
11047954;101;26
11047958;69;20
11047961;64;24
11047973;58;24
11047993;85;25
11048016;80;25
11048035;42;22
11048052;154;93
11048063;122;29
11048069;112;26
11048092;74;26
11048110;48;18
11048127;53;24
11048146;58;22
11048159;293;219
11048162;2864;479
11048168;725;279
11048175;618;282
11048179;714;281
11048185;704;293
11048190;624;287
11048195;624;264
11048198;533;245
11048209;752;268
11048213;688;299
11048216;682;277
11048222;714;269
11048232;832;201
11048235;1445;343
11048238;330;190
11048241;538;244
11048247;469;222
11048257;976;408
11048262;1424;470
11048266;1061;407
11048270;949;372
11048278;1082;432
11048283;1130;402
11048287;1045;506
11048290;1104;415
11048294;1210;569
11048302;1146;435
11048307;890;377
11048311;1173;390
11048315;96;32
11048320;117;28
11048325;117;30
11048327;106;28
11048334;64;25
11048336;165;131
11048337;368;159
11048339;789;334
11048340;890;322
11048342;837;335
11048343;1520;502
11048344;730;290
11048346;1210;380
11048347;320;144
11048348;1242;323
11048350;805;340
11048353;789;328
11048354;613;307
11048356;752;338
11048357;1578;403
11048359;1013;347
11048361;1221;342
11048362;714;296
11048364;645;270
11048365;826;307
11048368;1221;346
11048369;741;316
11048371;896;381
11048373;821;375
11048374;640;297
11048376;645;195
11048378;122;27
11048379;101;27
11048380;133;27
11048381;144;28
11048384;69;25
11048389;90;26
11048392;64;23
11048394;90;25
11048399;64;22
11048407;85;27
11048414;85;28
11048426;58;25
11048432;1946;307
11048433;816;304
11048438;688;339
11048444;789;318
11048450;181;105
11048455;101;29
11048462;112;28
11048472;101;28
11048486;746;270
11048487;576;256
11048493;586;276
11048496;160;95
11048497;133;30
11048498;341;183
11048504;170;103
11048505;544;167
11048507;608;258
11048515;874;301
11048516;613;269
11048519;618;285
11048520;730;288
11048524;645;269
11048527;1018;338
11048530;1184;278
11048534;517;241
11048535;554;260
11048539;613;292
11048543;896;362
11048545;709;280
11048554;986;338
11048557;298;220
11048558;746;290
11048559;640;287
11048561;1290;614
11048566;1338;591
11048570;1205;547
11048573;1205;544
11048576;1114;579
11048580;1354;619
11048583;1264;572
11048586;1136;543
11048591;1104;548
11048592;1168;552
11048593;1264;587
11048594;1152;550
11048598;688;311
11048601;272;200
11048602;106;26
11048603;122;29
11048607;122;26
11048610;261;202
11048611;1120;455
11048615;880;437
11048617;1349;492
11048618;1104;483
11048619;1104;533
11048622;1152;507
11048625;1072;492
11048627;986;465
11048628;1088;478
11048629;944;466
11048631;1018;472
11048633;1189;474
11048635;693;343
11048636;917;392
11048637;442;240
11048639;480;247
11048641;656;315
11048643;720;305
11048644;821;326
11048645;650;307
11048648;912;348
11048650;773;335
11048651;794;326
11048652;133;71
11048655;106;27
11048658;138;29
11048660;122;29
11048670;112;33
11048678;64;25
11048684;64;26
11048690;80;25
11048701;96;31
11048708;80;24
11048720;58;22
11048753;64;21
11048770;42;22
11048792;69;26
11048807;80;23
11048825;693;53
11048827;117;27
11048831;58;27
11048832;53;27
11048837;58;25
11048842;58;24
11048848;42;25
11048853;96;30
11048855;74;26
11048860;48;25
11048864;85;29
11048869;42;21
11048872;64;27
11048877;80;26
11048879;58;23
11048882;48;24
11048886;74;24
11048890;64;25
11048895;58;23
11048903;64;26
11048908;69;28
11048913;58;22
11048920;773;294
11048922;794;271
11048926;1082;341
11048927;933;309
11048928;330;174
11048930;544;274
11048934;1232;581
11048935;1178;579
11048936;1226;553
11048938;1253;553
11048940;1082;541
11048941;1285;651
11048942;1210;603
11048944;1168;569
11048947;1178;576
11048948;1173;539
11048949;1226;589
11048950;1253;631
11048958;1216;571
11048961;1093;560
11048967;1237;574
11048972;1157;607
11048978;1226;623
11048982;1216;652
11048986;1146;587
11048989;1157;539
11048992;453;197
11048996;133;27
11049000;106;27
11049003;122;28
11049041;64;25
11049053;85;28
11049075;85;27
11049088;117;33
11049100;85;28
11049106;80;28
11049111;42;21
11049115;64;21
11049121;58;22
11049127;197;138
11049130;666;353
11049133;1056;422
11049134;992;437
11049137;1120;506
11049142;976;467
11049144;960;411
11049145;624;223
11049146;714;206
11049149;1376;394
11049152;1034;490
11049153;944;470
11049154;976;472
11049159;848;414
11049160;954;416
11049165;885;378
11049170;458;205
11049175;560;255
11049184;1061;487
11049188;1098;425
11049191;533;243
11049194;453;229
11049198;165;80
11049200;112;27
11049205;122;26
11049207;101;27
11049213;69;25
11049220;69;25
11049227;69;24
11049233;64;26
11049239;74;26
11049246;53;22
11049251;80;25
11049255;53;17
11049262;74;27
11049269;48;24
11049275;96;29
11049281;69;24
11049289;80;31
11049295;69;26
11049303;74;23
11049311;64;27
11049319;74;26
11049326;64;22
11049333;58;24
11049338;74;26
11049345;53;25
11049354;64;25
11049359;266;194
11049364;1200;573
11049375;1146;566
11049379;1205;563
11049383;1189;564
11049396;1242;595
11049398;1237;637
11049404;1296;573
11049412;1125;571
11049416;133;63
11049424;128;29
11049425;101;29
11049431;330;267
11049433;938;465
11049436;1088;480
11049438;938;455
11049441;1162;462
11049444;1077;448
11049445;981;464
11049450;1098;456
11049453;1210;505
11049457;1136;507
11049460;1184;513
11049463;922;463
11049466;960;434
11049469;1088;459
11049473;1146;439
11049477;1050;499
11049481;1093;371
11049484;165;95
11049486;698;337
11049488;709;262
11049491;1002;379
11049493;853;372
11049495;117;27
11049497;106;29
11049499;96;26
11049508;101;27
11049516;48;23
11049537;64;24
11049558;69;23
11049568;64;25
11049575;74;26
11049583;53;21
11049591;90;26
11049599;85;27
11049606;64;24
11049611;58;23
11049616;69;25
11049623;90;26
11049632;85;26
11049649;64;25
11049657;58;26
11049662;58;24
11049669;64;25
11049676;53;23
11049681;69;27
11049688;96;32
11049695;64;21
11049708;58;19
11049715;64;22
11049721;101;29
11049727;74;23
11049733;53;24
11049755;69;22
11049763;101;27
11049770;69;30
11049776;85;26
11049785;74;22
11049800;90;26
11049814;53;25
11049850;58;23
11049860;74;24
11049869;53;23
11049885;64;24
11049902;101;31
11049922;154;89
11049927;1130;391
11049928;298;151
11049932;944;393
11049933;1301;655
11049934;1082;544
11049936;1514;576
11049938;1205;564
11049942;1232;604
11049944;1274;587
11049945;1173;596
11049946;1120;554
11049947;1082;581
11049950;1152;523
11049951;1210;575
11049953;1173;615
11049954;1264;619
11049955;1285;618
11049959;1093;573
11049960;1125;557
11049961;1205;572
11049962;1194;571
11049966;1322;577
11049968;1093;524
11049970;1173;597
11049974;1210;598
11049976;821;294
11049978;197;117
11049980;112;28
11049981;117;28
11049988;58;24
11049993;69;29
11049999;80;28
11050005;96;26
11050012;74;24
11050019;85;25
11050025;53;21
11050031;69;26
11050035;58;21
11050041;80;28
11050051;64;20
11050054;58;27
11050059;101;27
11050065;58;22
11050069;64;23
11050072;80;26
11050082;58;24
11050105;80;30
11050114;58;16
11050125;85;35
11050129;864;353
11050131;533;216
11050134;586;204
11050137;608;233
11050148;912;430
11050161;474;224
11050165;1157;442
11050168;1120;458
11050174;976;493
11050181;1098;493
11050184;1130;438
11050189;858;332
11050195;650;297
11050200;1498;282
11050212;1109;416
11050214;1013;507
11050216;1077;449
11050218;912;431
11050219;1002;492
11050220;896;433
11050227;810;313
11050229;848;306
11050231;602;118
11050235;112;29
11050236;117;27
11050241;106;26
11050249;64;22
11050255;64;22
11050260;90;27
11050265;90;28
11050270;74;24
11050282;90;29
11050287;80;26
11050293;69;25
11050298;74;21
11050303;64;25
11050310;90;24
11050315;85;24
11050319;48;21
11050327;80;25
11050331;85;22
11050334;58;19
11050343;48;22
11050350;85;26
11050356;64;23
11050360;69;25
11050370;42;20
11050375;80;22
11050380;80;26
11050388;170;114
11050390;469;233
11050394;1312;600
11050396;1306;581
11050399;1312;566
11050404;1098;529
11050407;1248;551
11050412;1205;570
11050416;1178;596
11050417;1157;581
11050420;1109;565
11050422;1349;588
11050425;1210;571
11050429;1456;607
11050432;1296;553
11050433;208;137
11050438;106;26
11050441;106;26
11050444;144;27
11050446;112;28
11050450;74;22
11050454;453;312
11050455;1141;472
11050458;1125;465
11050463;864;461
11050465;1066;473
11050468;954;448
11050470;1136;491
11050471;1034;482
11050472;1477;332
11050473;864;287
11050475;314;172
11050477;688;318
11050480;752;323
11050483;778;362
11050484;810;325
11050487;629;277
11050488;661;292
11050490;805;360
11050491;3738;918
11050494;170;94
11050495;122;27
11050497;117;26
11050498;117;29
11050499;149;28
11050513;85;25
11050559;53;22
11050590;64;25
11050604;48;25
11050629;64;25
11050648;69;27
11050657;58;26
11050664;64;22
11050671;90;26
11050678;181;141
11050681;874;286
11050685;576;256
11050686;1456;419
11050690;736;261
11050691;885;331
11050693;741;294
11050697;1088;554
